country,cell_id,radio,lon,lat,year,net,mcc,population
Spain,2190,GSM,-2.928,43.258,2020,3,214,14105.037151
Spain,2191,GSM,-2.928,43.261,2020,7,214,13743.086501
Spain,2192,GSM,-2.928,43.262,2020,1,214,13547.636991
Spain,2193,GSM,-2.928,43.263,2020,1,214,13234.552556
Spain,2194,GSM,-2.928,43.265,2020,1,214,12301.202496
Spain,2195,GSM,-2.928,43.265,2020,3,214,12301.202496
Spain,2196,GSM,-2.928,43.266,2020,7,214,12439.637398
Spain,2197,GSM,-2.928,43.267,2020,1,214,11958.545172
Spain,2198,GSM,-2.928,43.267,2020,3,214,11958.545172
Spain,2199,GSM,-2.928,43.267,2020,7,214,11958.545172
Spain,2200,GSM,-2.928,43.268,2020,7,214,11028.497469
Spain,2201,GSM,-2.928,43.269,2020,3,214,9901.966639
Spain,2202,GSM,-2.927,43.228,2020,3,214,360.7082483
Spain,2203,GSM,-2.927,43.24,2020,7,214,3429.110098
Spain,2204,GSM,-2.927,43.242,2020,1,214,4850.893392
Spain,2205,GSM,-2.927,43.242,2020,3,214,4850.893392
Spain,2206,GSM,-2.927,43.243,2020,1,214,5483.074778
Spain,2207,GSM,-2.927,43.246,2020,7,214,8207.037103999999
Spain,2208,GSM,-2.927,43.247,2020,3,214,8919.468602
Spain,2209,GSM,-2.927,43.248,2020,1,214,9445.443518
Spain,2210,GSM,-2.927,43.249,2020,3,214,9888.73569
Spain,2211,GSM,-2.927,43.256,2020,3,214,13413.994821
Spain,2212,GSM,-2.927,43.258,2020,7,214,14020.904403
Spain,2213,GSM,-2.927,43.259,2020,1,214,13994.281651
Spain,2214,GSM,-2.927,43.26,2020,1,214,13281.153826
Spain,2215,GSM,-2.927,43.261,2020,1,214,13504.768845
Spain,2216,GSM,-2.927,43.261,2020,7,214,13504.768845
Spain,2217,GSM,-2.927,43.262,2020,7,214,13322.691954
Spain,2218,GSM,-2.927,43.263,2020,4,214,13030.765886
Spain,2219,GSM,-2.927,43.267,2020,1,214,11688.557677
Spain,2220,GSM,-2.927,43.267,2020,3,214,11688.557677
Spain,2221,GSM,-2.927,43.268,2020,7,214,10682.468815
Spain,2222,GSM,-2.927,43.269,2020,1,214,9441.71975
Spain,2223,GSM,-2.927,43.285,2020,1,214,276.5573262
Spain,2224,GSM,-2.927,43.286,2020,7,214,331.9199233
Spain,2225,GSM,-2.927,43.291,2020,1,214,458.2772219
Spain,2226,GSM,-2.927,43.294,2020,1,214,660.8737772
Spain,2227,GSM,-2.927,43.335,2020,1,214,92.57116689
Spain,2228,GSM,-2.927,43.335,2020,25,214,92.57116689
Spain,2229,GSM,-2.927,43.391,2020,1,214,491.8611343
Spain,2230,GSM,-2.926,43.242,2020,4,214,4461.592927
Spain,2231,GSM,-2.926,43.243,2020,1,214,5186.075666
Spain,2232,GSM,-2.926,43.247,2020,7,214,8168.871211
Spain,2233,GSM,-2.926,43.25,2020,1,214,10287.997674
Spain,2234,GSM,-2.926,43.255,2020,3,214,12654.961174
Spain,2235,GSM,-2.926,43.256,2020,7,214,13311.227649
Spain,2236,GSM,-2.926,43.257,2020,1,214,13660.522229
Spain,2237,GSM,-2.926,43.259,2020,3,214,13682.173599
Spain,2238,GSM,-2.926,43.261,2020,1,214,13135.593738
Spain,2239,GSM,-2.926,43.263,2020,1,214,12543.447926
Spain,2240,GSM,-2.926,43.263,2020,7,214,12543.447926
Spain,2241,GSM,-2.926,43.264,2020,1,214,12145.914317
Spain,2242,GSM,-2.926,43.264,2020,3,214,12145.914317
Spain,2243,GSM,-2.926,43.265,2020,7,214,11775.64961
Spain,2244,GSM,-2.926,43.266,2020,3,214,11790.275128
Spain,2245,GSM,-2.926,43.268,2020,1,214,10282.066724
Spain,2246,GSM,-2.926,43.268,2020,7,214,10282.066724
Spain,2247,GSM,-2.926,43.27,2020,1,214,7980.933469
Spain,2248,GSM,-2.926,43.301,2020,1,214,678.25840008
Spain,2249,GSM,-2.925,43.227,2020,1,214,382.1401024
Spain,2250,GSM,-2.925,43.24,2020,7,214,3351.5700285
Spain,2251,GSM,-2.925,43.245,2020,3,214,6167.537451
Spain,2252,GSM,-2.925,43.249,2020,1,214,9450.693813
Spain,2253,GSM,-2.925,43.251,2020,1,214,10836.243976
Spain,2254,GSM,-2.925,43.256,2020,1,214,12958.630763
Spain,2255,GSM,-2.925,43.256,2020,3,214,12958.630763
Spain,2256,GSM,-2.925,43.257,2020,1,214,13181.901219
Spain,2257,GSM,-2.925,43.258,2020,1,214,13183.518534
Spain,2258,GSM,-2.925,43.259,2020,7,214,12903.906195
Spain,2259,GSM,-2.925,43.262,2020,3,214,12156.852472
Spain,2260,GSM,-2.925,43.262,2020,7,214,12156.852472
Spain,2261,GSM,-2.925,43.263,2020,3,214,11856.796271
Spain,2262,GSM,-2.925,43.265,2020,1,214,11396.240624
Spain,2263,GSM,-2.925,43.266,2020,7,214,10958.772956
Spain,2264,GSM,-2.925,43.267,2020,7,214,10450.375218
Spain,2265,GSM,-2.925,43.269,2020,1,214,8867.594218
Spain,2266,GSM,-2.925,43.269,2020,3,214,8867.594218
Spain,2267,GSM,-2.925,43.269,2020,7,214,8867.594218
Spain,2268,GSM,-2.925,43.27,2020,1,214,7976.720265
Spain,2269,GSM,-2.925,43.299,2020,3,214,783.23042446
Spain,2270,GSM,-2.924,43.246,2020,3,214,6487.114614
Spain,2271,GSM,-2.924,43.25,2020,1,214,10298.389085
Spain,2272,GSM,-2.924,43.254,2020,1,214,12738.679544
Spain,2273,GSM,-2.924,43.255,2020,7,214,12874.167455
Spain,2274,GSM,-2.924,43.256,2020,3,214,13416.95031
Spain,2275,GSM,-2.924,43.257,2020,1,214,13388.157264
Spain,2276,GSM,-2.924,43.257,2020,7,214,13388.157264
Spain,2277,GSM,-2.924,43.258,2020,1,214,13174.78401
Spain,2278,GSM,-2.924,43.258,2020,3,214,13174.78401
Spain,2279,GSM,-2.924,43.258,2020,7,214,13174.78401
Spain,2280,GSM,-2.924,43.26,2020,1,214,11996.852246
Spain,2281,GSM,-2.924,43.261,2020,3,214,12271.76312
Spain,2282,GSM,-2.924,43.261,2020,7,214,12271.76312
Spain,2283,GSM,-2.924,43.261,2020,25,214,12271.76312
Spain,2284,GSM,-2.924,43.262,2020,3,214,11926.45935
Spain,2285,GSM,-2.924,43.263,2020,1,214,11683.982719
Spain,2286,GSM,-2.924,43.263,2020,3,214,11683.982719
Spain,2287,GSM,-2.924,43.264,2020,1,214,11406.002436
Spain,2288,GSM,-2.924,43.264,2020,3,214,11406.002436
Spain,2289,GSM,-2.924,43.264,2020,7,214,11406.002436
Spain,2290,GSM,-2.924,43.265,2020,7,214,10870.04035
Spain,2291,GSM,-2.924,43.266,2020,7,214,10834.549997
Spain,2292,GSM,-2.924,43.267,2020,3,214,10391.059639
Spain,2293,GSM,-2.924,43.267,2020,7,214,10391.059639
Spain,2294,GSM,-2.924,43.268,2020,3,214,9704.405705
Spain,2295,GSM,-2.924,43.268,2020,4,214,9704.405705
Spain,2296,GSM,-2.924,43.269,2020,1,214,8966.793707
Spain,2297,GSM,-2.924,43.269,2020,7,214,8966.793707
Spain,2298,GSM,-2.924,43.336,2020,25,214,111.48293243
Spain,2299,GSM,-2.923,43.244,2020,3,214,5137.138944
Spain,2300,GSM,-2.923,43.249,2020,3,214,8981.600433
Spain,2301,GSM,-2.923,43.252,2020,1,214,11951.832279
Spain,2302,GSM,-2.923,43.252,2020,7,214,11951.832279
Spain,2303,GSM,-2.923,43.255,2020,7,214,12963.842735
Spain,2304,GSM,-2.923,43.256,2020,3,214,13339.901037
Spain,2305,GSM,-2.923,43.257,2020,7,214,13251.437859
Spain,2306,GSM,-2.923,43.258,2020,1,214,12957.515306
Spain,2307,GSM,-2.923,43.258,2020,3,214,12957.515306
Spain,2308,GSM,-2.923,43.258,2020,7,214,12957.515306
Spain,2309,GSM,-2.923,43.259,2020,3,214,12381.246566
Spain,2310,GSM,-2.923,43.261,2020,3,214,11692.927552
Spain,2311,GSM,-2.923,43.262,2020,3,214,11607.557966
Spain,2312,GSM,-2.923,43.263,2020,1,214,11343.176787
Spain,2313,GSM,-2.923,43.263,2020,3,214,11343.176787
Spain,2314,GSM,-2.923,43.263,2020,7,214,11343.176787
Spain,2315,GSM,-2.923,43.266,2020,1,214,10447.095548
Spain,2316,GSM,-2.923,43.266,2020,7,214,10447.095548
Spain,2317,GSM,-2.923,43.269,2020,1,214,8811.697909
Spain,2318,GSM,-2.923,43.269,2020,3,214,8811.697909
Spain,2319,GSM,-2.923,43.27,2020,1,214,7371.567629
Spain,2320,GSM,-2.923,43.271,2020,3,214,6266.4624012
Spain,2321,GSM,-2.923,43.272,2020,1,214,5130.8742255
Spain,2322,GSM,-2.923,43.28,2020,1,214,271.6125104
Spain,2323,GSM,-2.923,43.289,2020,7,214,377.1131114
Spain,2324,GSM,-2.922,43.239,2020,3,214,2932.0658064
Spain,2325,GSM,-2.922,43.243,2020,1,214,4431.888596
Spain,2326,GSM,-2.922,43.245,2020,1,214,5205.576381
Spain,2327,GSM,-2.922,43.251,2020,7,214,10989.153695
Spain,2328,GSM,-2.922,43.252,2020,3,214,11932.233167
Spain,2329,GSM,-2.922,43.252,2020,7,214,11932.233167
Spain,2330,GSM,-2.922,43.253,2020,7,214,12411.509657999999
Spain,2331,GSM,-2.922,43.255,2020,7,214,12971.899555
Spain,2332,GSM,-2.922,43.257,2020,1,214,13122.278059
Spain,2333,GSM,-2.922,43.258,2020,3,214,12625.092069
Spain,2334,GSM,-2.922,43.26,2020,7,214,11289.141607
Spain,2335,GSM,-2.922,43.261,2020,3,214,11286.077818
Spain,2336,GSM,-2.922,43.262,2020,7,214,11281.19767
Spain,2337,GSM,-2.922,43.263,2020,3,214,11208.742508
Spain,2338,GSM,-2.922,43.265,2020,7,214,10218.930777
Spain,2339,GSM,-2.922,43.269,2020,1,214,8362.374985
Spain,2340,GSM,-2.922,43.27,2020,1,214,7053.968506
Spain,2341,GSM,-2.922,43.271,2020,1,214,5853.5366957
Spain,2342,GSM,-2.922,43.272,2020,1,214,4753.39624
Spain,2343,GSM,-2.922,43.287,2020,7,214,313.69187025
Spain,2344,GSM,-2.922,43.29,2020,1,214,374.6408695
Spain,2345,GSM,-2.922,43.291,2020,7,214,394.7013209
Spain,2346,GSM,-2.921,43.209,2020,4,214,58.2581959
Spain,2347,GSM,-2.921,43.238,2020,3,214,2599.7708009
Spain,2348,GSM,-2.921,43.24,2020,3,214,3052.9170945
Spain,2349,GSM,-2.921,43.246,2020,3,214,5758.805166
Spain,2350,GSM,-2.921,43.247,2020,7,214,6700.121167
Spain,2351,GSM,-2.921,43.251,2020,7,214,10811.850626
Spain,2352,GSM,-2.921,43.252,2020,1,214,11721.685639
Spain,2353,GSM,-2.921,43.253,2020,7,214,12458.138923
Spain,2354,GSM,-2.921,43.258,2020,7,214,12436.051108
Spain,2355,GSM,-2.921,43.259,2020,3,214,11821.94692
Spain,2356,GSM,-2.921,43.262,2020,1,214,11145.639116
Spain,2357,GSM,-2.921,43.262,2020,3,214,11145.639116
Spain,2358,GSM,-2.921,43.265,2020,3,214,9910.997392
Spain,2359,GSM,-2.921,43.265,2020,7,214,9910.997392
Spain,2360,GSM,-2.921,43.269,2020,7,214,7774.569719
Spain,2361,GSM,-2.921,43.286,2020,3,214,252.22376445
Spain,2362,GSM,-2.921,43.296,2020,3,214,594.151939
Spain,2363,GSM,-2.921,43.37,2020,7,214,39.36203588
Spain,2364,GSM,-2.92,43.231,2020,4,214,944.0096139
Spain,2365,GSM,-2.92,43.237,2020,1,214,2134.4179699
Spain,2366,GSM,-2.92,43.242,2020,1,214,3300.9293215000002
Spain,2367,GSM,-2.92,43.245,2020,7,214,4553.4986485
Spain,2368,GSM,-2.92,43.249,2020,3,214,8214.685376
Spain,2369,GSM,-2.92,43.251,2020,3,214,10664.116309000001
Spain,2370,GSM,-2.92,43.252,2020,3,214,11529.28814
Spain,2371,GSM,-2.92,43.252,2020,7,214,11529.28814
Spain,2372,GSM,-2.92,43.257,2020,1,214,12536.459553
Spain,2373,GSM,-2.92,43.258,2020,3,214,11907.01301
Spain,2374,GSM,-2.92,43.258,2020,7,214,11907.01301
Spain,2375,GSM,-2.92,43.259,2020,1,214,11419.918347
Spain,2376,GSM,-2.92,43.264,2020,3,214,10288.778187
Spain,2377,GSM,-2.92,43.265,2020,1,214,9875.273915
Spain,2378,GSM,-2.92,43.265,2020,3,214,9875.273915
Spain,2379,GSM,-2.92,43.265,2020,7,214,9875.273915
Spain,2380,GSM,-2.92,43.266,2020,7,214,9158.342133
Spain,2381,GSM,-2.919,43.236,2020,1,214,1853.5609737
Spain,2382,GSM,-2.919,43.236,2020,7,214,1853.5609737
Spain,2383,GSM,-2.919,43.242,2020,1,214,2952.5693205
Spain,2384,GSM,-2.919,43.243,2020,3,214,3317.634756
Spain,2385,GSM,-2.919,43.248,2020,1,214,7553.974589
Spain,2386,GSM,-2.919,43.25,2020,1,214,9739.758984
Spain,2387,GSM,-2.919,43.251,2020,1,214,11111.928347
Spain,2388,GSM,-2.919,43.252,2020,3,214,12150.83057
Spain,2389,GSM,-2.919,43.254,2020,3,214,13060.375219
Spain,2390,GSM,-2.919,43.255,2020,1,214,12990.656171
Spain,2391,GSM,-2.919,43.255,2020,3,214,12990.656171
Spain,2392,GSM,-2.919,43.258,2020,3,214,12531.192991
Spain,2393,GSM,-2.919,43.258,2020,7,214,12531.192991
Spain,2394,GSM,-2.919,43.265,2020,3,214,9744.861563
Spain,2395,GSM,-2.919,43.265,2020,7,214,9744.861563
Spain,2396,GSM,-2.919,43.266,2020,7,214,9233.728994
Spain,2397,GSM,-2.919,43.285,2020,3,214,225.37326615
Spain,2398,GSM,-2.919,43.29,2020,7,214,318.4394375
Spain,2399,GSM,-2.919,43.374,2020,3,214,24.04797997
Spain,2400,GSM,-2.918,43.223,2020,1,214,705.4342492
Spain,2401,GSM,-2.918,43.223,2020,3,214,705.4342492
Spain,2402,GSM,-2.918,43.223,2020,7,214,705.4342492
Spain,2403,GSM,-2.918,43.235,2020,1,214,1445.4143488
Spain,2404,GSM,-2.918,43.251,2020,1,214,11364.987051
Spain,2405,GSM,-2.918,43.255,2020,3,214,12943.052679
Spain,2406,GSM,-2.918,43.255,2020,7,214,12943.052679
Spain,2407,GSM,-2.918,43.257,2020,7,214,13082.636945
Spain,2408,GSM,-2.918,43.259,2020,1,214,12336.982609
Spain,2409,GSM,-2.918,43.262,2020,7,214,11364.803175
Spain,2410,GSM,-2.918,43.264,2020,7,214,10456.873186
Spain,2411,GSM,-2.918,43.265,2020,1,214,9531.31929
Spain,2412,GSM,-2.918,43.265,2020,3,214,9531.31929
Spain,2413,GSM,-2.918,43.265,2020,7,214,9531.31929
Spain,2414,GSM,-2.918,43.267,2020,1,214,8090.401348
Spain,2415,GSM,-2.918,43.268,2020,1,214,7245.838805
Spain,2416,GSM,-2.918,43.312,2020,7,214,85.64786252
Spain,2417,GSM,-2.917,43.24,2020,1,214,2177.4782212
Spain,2418,GSM,-2.917,43.244,2020,7,214,2972.4394803
Spain,2419,GSM,-2.917,43.255,2020,3,214,13007.434929
Spain,2420,GSM,-2.917,43.255,2020,7,214,13007.434929
Spain,2421,GSM,-2.917,43.257,2020,3,214,13229.836389
Spain,2422,GSM,-2.917,43.263,2020,1,214,10813.823477
Spain,2423,GSM,-2.917,43.266,2020,1,214,8545.969834
Spain,2424,GSM,-2.917,43.266,2020,7,214,8545.969834
Spain,2425,GSM,-2.917,43.399,2020,3,214,120.93803375
Spain,2427,GSM,-2.916,43.235,2020,3,214,1197.392184
Spain,2428,GSM,-2.916,43.237,2020,3,214,1333.9126786
Spain,2429,GSM,-2.916,43.243,2020,3,214,2274.0797886
Spain,2430,GSM,-2.916,43.251,2020,1,214,11243.506738
Spain,2431,GSM,-2.916,43.251,2020,7,214,11243.506738
Spain,2432,GSM,-2.916,43.254,2020,1,214,13318.257298
Spain,2433,GSM,-2.916,43.254,2020,7,214,13318.257298
Spain,2434,GSM,-2.916,43.256,2020,7,214,13471.695047
Spain,2435,GSM,-2.916,43.257,2020,3,214,13390.173824
Spain,2436,GSM,-2.916,43.26,2020,1,214,12208.027734
Spain,2437,GSM,-2.916,43.26,2020,7,214,12208.027734
Spain,2438,GSM,-2.916,43.262,2020,3,214,11419.80673
Spain,2439,GSM,-2.916,43.262,2020,7,214,11419.80673
Spain,2440,GSM,-2.916,43.263,2020,3,214,10722.874251
Spain,2441,GSM,-2.916,43.263,2020,7,214,10722.874251
Spain,2442,GSM,-2.916,43.265,2020,7,214,8894.974934
Spain,2443,GSM,-2.916,43.266,2020,3,214,8104.7290575
Spain,2444,GSM,-2.916,43.276,2020,7,214,1394.2366546
Spain,2445,GSM,-2.916,43.313,2020,1,214,72.45033179
Spain,2446,GSM,-2.915,43.226,2020,4,214,965.6965432
Spain,2447,GSM,-2.915,43.231,2020,3,214,1100.888106
Spain,2448,GSM,-2.915,43.231,2020,4,214,1100.888106
Spain,2449,GSM,-2.915,43.233,2020,4,214,1065.3659884
Spain,2450,GSM,-2.915,43.236,2020,1,214,1033.8397281
Spain,2451,GSM,-2.915,43.253,2020,3,214,12720.565525
Spain,2452,GSM,-2.915,43.254,2020,1,214,13151.177708
Spain,2453,GSM,-2.915,43.256,2020,7,214,13352.045777
Spain,2454,GSM,-2.915,43.258,2020,1,214,13176.380580000001
Spain,2455,GSM,-2.915,43.261,2020,1,214,12022.597448
Spain,2456,GSM,-2.915,43.261,2020,3,214,12022.597448
Spain,2457,GSM,-2.915,43.261,2020,7,214,12022.597448
Spain,2458,GSM,-2.915,43.262,2020,1,214,11238.580557
Spain,2459,GSM,-2.915,43.263,2020,3,214,10407.303923
Spain,2460,GSM,-2.915,43.264,2020,1,214,9560.986091
Spain,2461,GSM,-2.915,43.266,2020,3,214,7435.6893685
Spain,2462,GSM,-2.915,43.29,2020,1,214,337.0405812
Spain,2463,GSM,-2.915,43.309,2020,7,214,49.6461209
Spain,2464,GSM,-2.915,43.311,2020,3,214,45.96509609
Spain,2465,GSM,-2.914,43.227,2020,1,214,1016.3193334
Spain,2466,GSM,-2.914,43.229,2020,4,214,1050.9650834
Spain,2467,GSM,-2.914,43.234,2020,7,214,985.6773356
Spain,2468,GSM,-2.914,43.237,2020,1,214,862.0123548
Spain,2469,GSM,-2.914,43.254,2020,7,214,13756.669249
Spain,2470,GSM,-2.914,43.255,2020,3,214,13527.69977
Spain,2471,GSM,-2.914,43.258,2020,3,214,13843.324843
Spain,2472,GSM,-2.914,43.259,2020,3,214,13558.341494
Spain,2473,GSM,-2.914,43.26,2020,3,214,12838.321335
Spain,2474,GSM,-2.914,43.36,2020,7,214,69.02672715
Spain,2475,GSM,-2.914,43.362,2020,3,214,56.35279713
Spain,2476,GSM,-2.913,43.226,2020,4,214,924.4075153
Spain,2477,GSM,-2.913,43.235,2020,3,214,797.8877713
Spain,2478,GSM,-2.913,43.248,2020,1,214,8619.031318199999
Spain,2479,GSM,-2.913,43.25,2020,1,214,10935.640693
Spain,2480,GSM,-2.913,43.25,2020,7,214,10935.640693
Spain,2481,GSM,-2.913,43.252,2020,3,214,13158.144614
Spain,2482,GSM,-2.913,43.253,2020,7,214,13825.405938
Spain,2483,GSM,-2.913,43.255,2020,1,214,13712.903594
Spain,2484,GSM,-2.913,43.256,2020,3,214,14131.336797
Spain,2485,GSM,-2.913,43.257,2020,7,214,14242.155417
Spain,2486,GSM,-2.913,43.258,2020,1,214,14133.184522
Spain,2487,GSM,-2.913,43.259,2020,1,214,13683.590952
Spain,2488,GSM,-2.913,43.265,2020,3,214,7694.8404765000005
Spain,2489,GSM,-2.913,43.266,2020,3,214,6579.4403705
Spain,2490,GSM,-2.913,43.285,2020,7,214,317.12707468
Spain,2491,GSM,-2.913,43.396,2020,7,214,86.88548867
Spain,2492,GSM,-2.912,43.221,2020,25,214,550.639583
Spain,2493,GSM,-2.912,43.223,2020,7,214,686.5029229
Spain,2494,GSM,-2.912,43.225,2020,1,214,781.3255017
Spain,2495,GSM,-2.912,43.227,2020,3,214,851.8932049
Spain,2496,GSM,-2.912,43.234,2020,3,214,757.6530499
Spain,2497,GSM,-2.912,43.242,2020,3,214,1518.3674171
Spain,2498,GSM,-2.912,43.25,2020,7,214,11471.412892
Spain,2499,GSM,-2.912,43.254,2020,3,214,14078.801635
Spain,2500,GSM,-2.912,43.255,2020,1,214,13817.112973
Spain,2501,GSM,-2.912,43.255,2020,7,214,13817.112973
Spain,2502,GSM,-2.912,43.258,2020,1,214,14134.938752
Spain,2503,GSM,-2.912,43.263,2020,1,214,10032.298212
Spain,2504,GSM,-2.912,43.265,2020,1,214,7170.8813065
Spain,2505,GSM,-2.912,43.267,2020,7,214,4902.3406415
Spain,2506,GSM,-2.912,43.277,2020,3,214,982.248025
Spain,2507,GSM,-2.912,43.286,2020,3,214,268.94804087
Spain,2508,GSM,-2.911,43.223,2020,3,214,620.766354
Spain,2509,GSM,-2.911,43.243,2020,3,214,2450.2026038
Spain,2510,GSM,-2.911,43.247,2020,7,214,7871.7992503
Spain,2511,GSM,-2.911,43.249,2020,7,214,10930.243167
Spain,2512,GSM,-2.911,43.258,2020,3,214,13932.202459
Spain,2513,GSM,-2.911,43.261,2020,25,214,11553.935771
Spain,2514,GSM,-2.911,43.263,2020,3,214,9408.562701
Spain,2515,GSM,-2.911,43.361,2020,1,214,56.73235197
Spain,2516,GSM,-2.91,43.252,2020,1,214,13237.366582
Spain,2517,GSM,-2.91,43.254,2020,3,214,13419.436567
Spain,2518,GSM,-2.91,43.256,2020,1,214,13581.759786
Spain,2519,GSM,-2.91,43.261,2020,1,214,10641.993466
Spain,2520,GSM,-2.91,43.261,2020,3,214,10641.993466
Spain,2521,GSM,-2.91,43.289,2020,1,214,199.05467378
Spain,2522,GSM,-2.91,43.398,2020,3,214,62.05287537
Spain,2523,GSM,-2.91,43.399,2020,1,214,53.992234769999996
Spain,2524,GSM,-2.909,43.22,2020,7,214,383.42156239999997
Spain,2525,GSM,-2.909,43.247,2020,1,214,8710.8654727
Spain,2526,GSM,-2.909,43.247,2020,7,214,8710.8654727
Spain,2527,GSM,-2.909,43.248,2020,3,214,10256.758304
Spain,2528,GSM,-2.909,43.255,2020,1,214,13122.533919
Spain,2529,GSM,-2.909,43.257,2020,7,214,13527.578975
Spain,2530,GSM,-2.909,43.263,2020,1,214,7713.59438
Spain,2531,GSM,-2.909,43.281,2020,7,214,402.49303904
Spain,2532,GSM,-2.909,43.29,2020,1,214,208.47281333
Spain,2533,GSM,-2.909,43.312,2020,3,214,45.11932465
Spain,2534,GSM,-2.908,43.236,2020,1,214,507.2744952
Spain,2535,GSM,-2.908,43.247,2020,7,214,9074.272653
Spain,2536,GSM,-2.908,43.259,2020,1,214,12226.607139
Spain,2537,GSM,-2.908,43.289,2020,7,214,164.16421946
Spain,2538,GSM,-2.908,43.399,2020,1,214,57.77865313
Spain,2539,GSM,-2.907,43.245,2020,7,214,5725.5082222
Spain,2540,GSM,-2.907,43.247,2020,7,214,9118.377271
Spain,2541,GSM,-2.907,43.248,2020,1,214,10489.363902
Spain,2542,GSM,-2.907,43.251,2020,1,214,12650.477466
Spain,2543,GSM,-2.907,43.251,2020,7,214,12650.477466
Spain,2544,GSM,-2.907,43.252,2020,1,214,12837.072172
Spain,2545,GSM,-2.907,43.256,2020,3,214,12921.244717
Spain,2546,GSM,-2.907,43.257,2020,3,214,12694.004133
Spain,2547,GSM,-2.907,43.258,2020,3,214,12256.998355
Spain,2548,GSM,-2.907,43.26,2020,3,214,10449.235032999999
Spain,2549,GSM,-2.907,43.263,2020,1,214,6651.78683
Spain,2550,GSM,-2.907,43.264,2020,1,214,5282.572323
Spain,2551,GSM,-2.907,43.296,2020,3,214,354.4868739
Spain,2552,GSM,-2.907,43.303,2020,3,214,230.99770599000001
Spain,2553,GSM,-2.907,43.306,2020,1,214,196.21864071
Spain,2554,GSM,-2.907,43.367,2020,3,214,16.179603918
Spain,2555,GSM,-2.906,43.248,2020,7,214,10199.862156
Spain,2556,GSM,-2.906,43.249,2020,1,214,11251.762585
Spain,2557,GSM,-2.906,43.249,2020,3,214,11251.762585
Spain,2558,GSM,-2.906,43.252,2020,3,214,12353.835136
Spain,2559,GSM,-2.906,43.258,2020,3,214,11607.855469
Spain,2560,GSM,-2.906,43.272,2020,1,214,1199.8132602
Spain,2561,GSM,-2.906,43.286,2020,7,214,103.26359251
Spain,2562,GSM,-2.906,43.289,2020,1,214,140.97061104
Spain,2563,GSM,-2.906,43.329,2020,1,214,46.38954427
Spain,2564,GSM,-2.905,43.218,2020,1,214,263.951614
Spain,2565,GSM,-2.905,43.25,2020,3,214,11254.630206
Spain,2566,GSM,-2.905,43.256,2020,1,214,11899.800289
Spain,2567,GSM,-2.905,43.257,2020,1,214,11337.59918
Spain,2568,GSM,-2.905,43.262,2020,3,214,7044.505284
Spain,2569,GSM,-2.905,43.263,2020,1,214,5758.00914
Spain,2570,GSM,-2.905,43.306,2020,7,214,241.17318494
Spain,2571,GSM,-2.905,43.313,2020,1,214,62.64254566
Spain,2572,GSM,-2.905,43.367,2020,1,214,15.040065736
Spain,2573,GSM,-2.904,43.217,2020,3,214,287.5861767
Spain,2574,GSM,-2.904,43.252,2020,7,214,11594.846675
Spain,2575,GSM,-2.904,43.273,2020,3,214,864.3869434
Spain,2576,GSM,-2.904,43.286,2020,1,214,85.0584101
Spain,2577,GSM,-2.904,43.295,2020,1,214,273.68386325
Spain,2578,GSM,-2.904,43.307,2020,1,214,257.74151343
Spain,2579,GSM,-2.903,43.217,2020,7,214,304.2977831
Spain,2580,GSM,-2.903,43.233,2020,1,214,574.6313156
Spain,2581,GSM,-2.903,43.249,2020,1,214,9101.348433
Spain,2582,GSM,-2.903,43.251,2020,3,214,10339.552363
Spain,2583,GSM,-2.903,43.257,2020,1,214,11107.302103
Spain,2584,GSM,-2.903,43.257,2020,3,214,11107.302103
Spain,2585,GSM,-2.903,43.258,2020,1,214,10752.011505
Spain,2586,GSM,-2.903,43.274,2020,3,214,676.31177596
Spain,2587,GSM,-2.903,43.293,2020,7,214,235.81927513
Spain,2588,GSM,-2.903,43.395,2020,3,214,60.84019329
Spain,2589,GSM,-2.903,43.396,2020,3,214,58.3456298
Spain,2590,GSM,-2.902,43.22,2020,3,214,261.2599448
Spain,2591,GSM,-2.902,43.243,2020,4,214,2986.6049353
Spain,2592,GSM,-2.902,43.244,2020,4,214,3797.7132279
Spain,2593,GSM,-2.902,43.249,2020,1,214,8372.280908
Spain,2594,GSM,-2.902,43.251,2020,7,214,9625.94598
Spain,2595,GSM,-2.902,43.254,2020,3,214,10524.994979
Spain,2596,GSM,-2.902,43.254,2020,4,214,10524.994979
Spain,2597,GSM,-2.902,43.259,2020,7,214,10282.812095
Spain,2598,GSM,-2.902,43.288,2020,3,214,112.4008824
Spain,2599,GSM,-2.901,43.214,2020,1,214,409.2302412
Spain,2600,GSM,-2.901,43.233,2020,7,214,816.6044274
Spain,2601,GSM,-2.901,43.245,2020,7,214,4278.973832
Spain,2602,GSM,-2.901,43.255,2020,7,214,9755.745091
Spain,2603,GSM,-2.901,43.265,2020,3,214,3279.331981
Spain,2604,GSM,-2.901,43.278,2020,1,214,266.20145861
Spain,2605,GSM,-2.901,43.299,2020,7,214,225.401923
Spain,2606,GSM,-2.901,43.306,2020,3,214,328.42828493
Spain,2607,GSM,-2.9,43.262,2020,1,214,6348.083854
Spain,2608,GSM,-2.9,43.288,2020,7,214,140.769244
Spain,2609,GSM,-2.9,43.301,2020,1,214,281.02228146
Spain,2610,GSM,-2.9,43.303,2020,1,214,309.84879826
Spain,2611,GSM,-2.9,43.303,2020,3,214,309.84879826
